,Count
F11,183
IRF6,169
ENTPD1,153
KLF4,153
ATG7,150
ID2,150
PLXNC1,150
GRIK2,150
LCT,150
R3HDM2P2,150
TRPA1,150
ATN1,136
GPT,127
IFNA1,117
IFNA13,117
PC,115
RMDN3,113
FCN1,113
FCN2,113
TMSB4X,113
CRADD,113
RMDN2,113
RMDN1,113
MAPKAP1,113
ALB,113
SYBU,113
ALOX15,107
GAL,106
MIR30B,104
PDLIM5,104
FHIT,104
IRF2,104
MIR155,104
PITX2,104
MGMT,103
NCAM1,103
TRBV20OR9-2,103
LAMC2,103
ALOX12,103
ADORA2A,103
SOCS3,103
RNU6-392P,103
BCL10,103
LARP1BP2,103
SELPLG,103
MMP3,103
PRKCQ,103
CXCR4,103
FBN1,103
ROS1,103
CLOCK,103
CLEC7A,103
MYLK,99
TFPI,99
ANGPTL4,99
IL2RA,97
AGT,96
MIR29C,94
F3,93
MTOR,93
CXCL10,93
TYMS,93
LIF,91
MAPK1,89
SGK1,85
PGR-AS1,85
MBP,85
RNF146,85
HAMP,82
GJB2,81
GJB6,81
PIK3CD,81
PIK3CB,81
PIK3CA,81
NPAS3,80
NPM2,80
NOA1,80
NR2E3,80
NTAN1P3,80
NLRP1,80
NMNAT1P2,80
NUFIP1P,80
NOX4,80
NPM1P36,80
PWP1,80
NLGN1,80
NKX6-1,80
MTL5,80
MTMR7,80
MTND2P7,80
MTND3P4,80
MTRNR2L5,80
MTURN,80
MTUS1,80
MUC22,80
MUSK,80
MVB12B,80
MYEF2,80
MYH6,80
NAALADL2,80
NAMPT,80
NAV2,80
NAV2-AS4,80
NAV3,80
NCOR2,80
NDST1,80
NUP35,80
NDUFA4P2,80
NDUFAF4P2,80
NEBL-AS1,80
NEDD9,80
NFATC2,80
NGF,80
NIFKP2,80
NUP210,80
OR5D3P,80
NUP50,80
PPIAP23,80
PIP4K2A,80
PITRM1,80
PKIA,80
PKN2-AS1,80
PLA2G3,80
PLCG2,80
PLEKHD1,80
PLEKHM3,80
PLOD1,80
PLPP3,80
PLXNA2,80
PML,80
PNPLA3,80
PNPLA5,80
PPP1R2P1,80
NXPE1,80
PPP1R2P5,80
PPP2R1B,80
PPP2R5A,80
PRDM15,80
PRKCB,80
PRKD1,80
PRKRIRP3,80
PRKRIRP5,80
PROS1,80
PROSER2,80
PRPS1P1,80
PRR5,80
PRR5-ARHGAP8,80
PSAT1P1,80
PIGQ,80
PIEZO2,80
PHF23,80
PHACTR3,80
NXPE4,80
NXPH1,80
OFCC1,80
OGA,80
OGG1,80
OLFM3,80
OPA1,80
OR1D5,80
OR5D17P,80
OR5D18,80
MT1HL1,80
OR5L2,80
OR7E31P,80
OSGIN1,80
OTUD4P1,80
PA2G4P2,80
PAX5,80
PBX3,80
PCAT1,80
PCAT4,80
PCBP2P3,80
PCMTD1,80
PCMTD1P3,80
PDE10A,80
PDE1A,80
PDE8A,80
PDZRN3,80
PGBD3P4,80
PHACTR2,80
MTHFS,80
MIR548AG2,80
MSNP1,80
MAB21L3,80
LRMP,80
LRP12,80
LRP5,80
LRRIQ3,80
LRTM1,80
LSM11,80
LTBP2,80
LUZP1,80
LUZP2,80
LYPLA1P2,80
LYRM4,80
LYZL6,80
LZTR1,80
MACROD2,80
MRPS36P3,80
MAD1L1,80
MAF,80
MALAT1,80
MAML2,80
MAP1LC3A,80
MAP3K7,80
MAPK8,80
MAPRE1P1,80
MARCH1,80
MARCH10,80
MARK2P13,80
MARK2P7,80
MBNL1,80
LPCAT1,80
LOC90768,80
LOC728755,80
LOC646762,80
LINC01233,80
LINC01254,80
LINC01255,80
LINC01412,80
LINC01479,80
LINC01492,80
LINC01550,80
LINC01559,80
LINGO2,80
LNX2,80
LOC100129461,80
LOC100505666,80
LOC101927286,80
LOC101927502,80
LOC101927901,80
LOC101928077,80
LOC101928700,80
LOC101928919,80
LOC101929846,80
LOC102723576,80
LOC102723989,80
LOC102724096,80
LOC102724433,80
LOC388882,80
LOC400997,80
LOC401478,80
LOC643542,80
MBOAT1,80
MCCC2,80
MDM2,80
MIR4472-1,80
MIR4643,80
MIR4652,80
MIR5011,80
MIR548AD,80
MIR548AG1,80
PSMA7P,80
MIR548AV,80
MIR548F1,80
MIR549A,80
MIR5681B,80
MIR573,80
MIR6082,80
MIR6851,80
MIR7-3,80
MIR8058,80
MIR8081,80
MIR93,80
MIR99AHG,80
MMS22L,80
MN1,80
MPPED2,80
MPZL2,80
MREG,80
MRPL11P3,80
MRPL35P1,80
MRPL49P2,80
MRPS11P1,80
MIR4495,80
MIR4458,80
MED30,80
MIR4272,80
MEGF11,80
MEI4,80
MERTK,80
MESDC1,80
MESDC2,80
MESTP4,80
METTL24,80
MEX3C,80
MFN2,80
