Gene,Mean Difference in -log(BH)
ABCB1,-0.08254220201060582
ABCB11,0.3172528023744974
ADRA1A,-0.4060307251591229
ADRA1B,-0.4167390504239914
ADRA1D,-0.4167390504239914
ADRA2A,-0.3380886997908217
ADRA2B,-0.3607424569631991
ADRA2C,-0.3739734984855536
ADRB1,-0.29339757626991325
ADRB2,-0.29339757626991325
ADRB3,-0.4938459875744196
CACNA1B,-0.3059212743427677
CALM3,-0.6115227690424927
CHRM1,-0.5230306697185765
CHRM2,-0.547877672286093
CHRM3,-0.547877672286093
CHRM4,-0.547877672286093
CHRM5,-0.47497607784256435
CYP11A1,-0.4224422563159682
CYP11B2,-0.596203513472795
CYP17A1,-0.596203513472795
CYP19A1,-0.6276316383709148
CYP1A1,-0.3690521317564799
CYP1A2,-0.4438994323247603
CYP1B1,-0.5477023787013758
CYP2A6,-0.3663433515572971
CYP2B6,-0.5851975203928671
CYP2C18,-0.7606922768415809
CYP2C19,-0.3957111169436777
CYP2C8,-0.32211088941594035
CYP2C9,-0.2302579765389622
CYP2D6,-0.16592891179232985
CYP2E1,-0.4786671368103627
CYP3A4,-0.372218004845078
CYP3A5,-0.4355316082206118
DRD1,-0.33334508773415217
DRD2,-0.3548425312024796
DRD3,-0.29339757626991325
DRD5,-0.33334508773415217
GARS,-0.3896330086871673
GRIN2A,-0.45410918316981136
GRIN2B,-0.45410918316981136
GRIN3A,-0.546823027684739
HRH2,-0.37777395191785956
HRH3,-0.29339757626991325
HRH4,-0.37777395191785956
HTR1A,-0.32412432566314264
HTR1B,-0.35238602952716963
HTR1D,-0.35238602952716963
HTR1E,-0.37777395191785956
HTR2A,-0.33334508773415217
HTR2B,-0.3450124728700126
HTR2C,-0.33334508773415217
HTR3A,-0.29339757626991325
HTR5A,-0.37777395191785956
HTR7,-0.356679858005873
KCND2,-0.42693534154258117
KCND3,-0.42693534154258117
ORM1,-1.097929444398634
PAH,-0.4938459875744196
PLAT,-0.2083824715407445
PTGS1,-0.999252666038501
SCN5A,0.2356475934686344
SLC22A1,-0.51137703662378
SLC22A3,-0.3337073330542832
SLC22A4,-0.3337073330542832
SLC22A5,-0.4938459875744196
SLC6A2,-0.30368326723942357
SLC6A3,-0.30368326723942357
SLCO1A2,-0.3337073330542832
UGT1A1,-0.2083824715407445
UGT1A9,-0.2333058203883933
