Gene,Drug,Adverse Event,Difference in -log(BH),Adverse Event Count,Adverse event mean -log(BH) diff,All Adverse Event Counts,All Adverse events mean -log(BH) diff
CXCL8,aminophylline,Sepsis,-0.169093673504399,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,atropine,Sepsis,-0.3586910540490571,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,caffeine,Sepsis,-0.1653136832911652,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,clozapine,Sepsis,-0.2122118097084371,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,cocaine,Sepsis,-0.1987468697915204,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,dexamethasone,Sepsis,-0.2660121012499328,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,diphenoxylate,Sepsis,-0.0609441371138199,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,epoprostenol,Sepsis,0.3742117306595141,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,fentanyl,Sepsis,3.955252905996076e-05,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,gabapentin,Sepsis,0.0787767388431266,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,glycine,Sepsis,-0.3833793740107314,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,ketoprofen,Sepsis,0.0721334065028944,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,memantine,Sepsis,-0.3956325248384811,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,morphine,Sepsis,2.580384974496262,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,niacin,Sepsis,-0.0620793681923093,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,oxycodone,Sepsis,0.0646442864022418,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,paroxetine,Sepsis,-0.5917718426913918,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,pramipexole,Sepsis,-0.212455025917599,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,ropinirole,Sepsis,0.0097407038205137,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,sumatriptan,Sepsis,-0.1083426955170789,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,theophylline,Sepsis,0.0479445569449783,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,ticlopidine,Sepsis,-0.2016131997740373,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,treprostinil,Sepsis,0.0436543952222496,23.0,-0.0049894354012660815,184,-0.26208935806717865
CXCL8,amantadine,Pneumonia,-0.1442417667029545,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,amitriptyline,Pneumonia,-0.342088606912533,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,amoxapine,Pneumonia,-0.4084578135763266,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,apomorphine,Pneumonia,-0.3013332624474252,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,aripiprazole,Pneumonia,-0.6559961283807034,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,asenapine,Pneumonia,-0.6656210872091517,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,buprenorphine,Pneumonia,-0.2333058203883933,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,chlorpromazine,Pneumonia,-0.2832179425152006,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,clopidogrel,Pneumonia,-0.3748419221742001,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,clozapine,Pneumonia,-0.5779667422051951,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,codeine,Pneumonia,-0.2744020314804629,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,dexamethasone,Pneumonia,-0.2642539292953962,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,dextromethorphan,Pneumonia,-0.2596276404213178,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,doxepin,Pneumonia,-0.4777324410676122,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,fentanyl,Pneumonia,-0.3677379132473319,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,fluphenazine,Pneumonia,-0.501900294573872,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,gabapentin,Pneumonia,-0.0037129000818776,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,haloperidol,Pneumonia,-0.4222035195123546,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,hydrocodone,Pneumonia,-0.2950945268770173,58.0,-0.04708130624183522,184,-0.26208935806717865
CXCL8,iloperidone,Pneumonia,-0.3667479433831939,58.0,-0.04708130624183522,184,-0.26208935806717865
