Gene,Adverse Event Count,Adverse Event,All Adverse Event Counts,Adverse event mean -log(BH) diff,All Adverse events mean -log(BH) diff
TNF,80.0,Myocardial Infarction,337,-0.7241589630474792,-0.3448104213660185
TNF,23.0,Thrombocytopenia,337,-0.21132595518782496,-0.3448104213660185
TNF,33.0,Sepsis,337,-0.2585546164033702,-0.3448104213660185
TNF,3.0,Pulmonary Edema,337,0.34378280057691296,-0.3448104213660185
TNF,0.0,Proteinuria,337,0.0,-0.3448104213660185
TNF,70.0,Pneumonia,337,-0.02453886343776722,-0.3448104213660185
TNF,1.0,Peripheral Neuropathy,337,-0.600880662648489,-0.3448104213660185
TNF,24.0,Pancreatitis,337,-0.35322613379276624,-0.3448104213660185
TNF,19.0,Hyperlipidemia,337,-0.3034492896799361,-0.3448104213660185
TNF,0.0,Hemorrhage,337,0.0,-0.3448104213660185
TNF,26.0,Gastric ulcer,337,-0.11378164600453868,-0.3448104213660185
TNF,18.0,Edema,337,-0.2616585861011098,-0.3448104213660185
TNF,11.0,Delirium,337,-0.044869343523860294,-0.3448104213660185
TNF,0.0,Deep Vein Thrombosis,337,0.0,-0.3448104213660185
TNF,5.0,Cerebral Infarction,337,-0.6313298223058947,-0.3448104213660185
TNF,24.0,Tardive Dyskinesia,337,-0.7511245830492573,-0.3448104213660185
IL6,80.0,Myocardial Infarction,301,-0.7241589630474792,-0.3309101135259565
IL6,11.0,Delirium,301,-0.044869343523860294,-0.3309101135259565
IL6,23.0,Thrombocytopenia,301,-0.21132595518782496,-0.3309101135259565
IL6,18.0,Edema,301,-0.2616585861011098,-0.3309101135259565
IL6,0.0,Gastric ulcer,301,0.0,-0.3309101135259565
IL6,12.0,Hemorrhage,301,-0.37506576263153263,-0.3309101135259565
IL6,19.0,Hyperlipidemia,301,-0.3034492896799361,-0.3309101135259565
IL6,2.0,Deep Vein Thrombosis,301,0.0563220956567818,-0.3309101135259565
IL6,5.0,Cerebral Infarction,301,-0.6313298223058947,-0.3309101135259565
IL6,24.0,Pancreatitis,301,-0.3532261337927663,-0.3309101135259565
IL6,1.0,Peripheral Neuropathy,301,-0.600880662648489,-0.3309101135259565
IL6,70.0,Pneumonia,301,-0.024538863437767216,-0.3309101135259565
IL6,0.0,Proteinuria,301,0.0,-0.3309101135259565
IL6,3.0,Pulmonary Edema,301,0.34378280057691296,-0.3309101135259565
IL6,33.0,Sepsis,301,-0.2585546164033702,-0.3309101135259565
IL6,0.0,Tardive Dyskinesia,301,0.0,-0.3309101135259565
VEGFA,5.0,Cerebral Infarction,295,-0.6313298223058947,-0.34120566075069175
VEGFA,0.0,Deep Vein Thrombosis,295,0.0,-0.34120566075069175
VEGFA,0.0,Tardive Dyskinesia,295,0.0,-0.34120566075069175
VEGFA,33.0,Sepsis,295,-0.2585546164033702,-0.34120566075069175
VEGFA,3.0,Pulmonary Edema,295,0.34378280057691296,-0.34120566075069175
VEGFA,4.0,Proteinuria,295,-0.83370462769801,-0.34120566075069175
VEGFA,70.0,Pneumonia,295,-0.024538863437767223,-0.34120566075069175
VEGFA,1.0,Peripheral Neuropathy,295,-0.600880662648489,-0.34120566075069175
VEGFA,24.0,Pancreatitis,295,-0.35322613379276624,-0.34120566075069175
VEGFA,80.0,Myocardial Infarction,295,-0.7241589630474792,-0.34120566075069175
VEGFA,19.0,Hyperlipidemia,295,-0.3034492896799361,-0.34120566075069175
VEGFA,12.0,Hemorrhage,295,-0.37506576263153263,-0.34120566075069175
VEGFA,26.0,Gastric ulcer,295,-0.11378164600453868,-0.34120566075069175
VEGFA,18.0,Edema,295,-0.2616585861011098,-0.34120566075069175
VEGFA,0.0,Thrombocytopenia,295,0.0,-0.34120566075069175
VEGFA,0.0,Delirium,295,0.0,-0.34120566075069175
CXCL8,33.0,Sepsis,293,-0.2585546164033702,-0.3133368765890744
CXCL8,5.0,Cerebral Infarction,293,-0.6313298223058947,-0.3133368765890744
CXCL8,0.0,Deep Vein Thrombosis,293,0.0,-0.3133368765890744
CXCL8,11.0,Delirium,293,-0.044869343523860294,-0.3133368765890744
CXCL8,18.0,Edema,293,-0.2616585861011098,-0.3133368765890744
CXCL8,26.0,Gastric ulcer,293,-0.11378164600453868,-0.3133368765890744
CXCL8,0.0,Hemorrhage,293,0.0,-0.3133368765890744
CXCL8,80.0,Myocardial Infarction,293,-0.7241589630474792,-0.3133368765890744
CXCL8,24.0,Pancreatitis,293,-0.35322613379276624,-0.3133368765890744
CXCL8,0.0,Peripheral Neuropathy,293,0.0,-0.3133368765890744
CXCL8,70.0,Pneumonia,293,-0.02453886343776722,-0.3133368765890744
CXCL8,0.0,Proteinuria,293,0.0,-0.3133368765890744
CXCL8,0.0,Hyperlipidemia,293,0.0,-0.3133368765890744
CXCL8,3.0,Pulmonary Edema,293,0.34378280057691296,-0.3133368765890744
CXCL8,0.0,Tardive Dyskinesia,293,0.0,-0.3133368765890744
CXCL8,23.0,Thrombocytopenia,293,-0.21132595518782496,-0.3133368765890744
TLR2,23.0,Thrombocytopenia,275,-0.21132595518782496,-0.3281619029314051
TLR2,0.0,Pulmonary Edema,275,0.0,-0.3281619029314051
TLR2,0.0,Peripheral Neuropathy,275,0.0,-0.3281619029314051
TLR2,0.0,Tardive Dyskinesia,275,0.0,-0.3281619029314051
TLR2,33.0,Sepsis,275,-0.2585546164033702,-0.3281619029314051
TLR2,24.0,Pancreatitis,275,-0.35322613379276624,-0.3281619029314051
