,Count
CYP1A2,37
CYP3A5,26
CYP2D6,26
ADRA2C,20
CYP2E1,19
HTR2B,16
ADRA2B,15
HTR1B,14
CHRM5,14
HTR1D,14
CYP2C8,13
ABCB1,13
CYP2C9,12
ADRA2A,11
CALM3,10
HTR1A,10
CYP1B1,10
CYP3A4,9
CHRM1,9
ADRA1A,9
HTR2C,8
HTR7,8
CHRM2,8
CHRM3,8
CHRM4,8
DRD5,8
DRD1,8
SLC22A1,8
HTR2A,8
CYP2C19,7
HTR5A,6
HRH4,6
HRH2,6
HTR1E,6
GRIN3A,5
CYP2B6,5
ADRA1B,4
ADRA1D,4
CACNA1B,4
CYP1A1,4
KCND2,4
KCND3,4
CYP2A6,4
CYP2C18,4
CYP11A1,4
CYP19A1,4
DRD2,3
GRIN2B,3
SLC6A2,3
SLC6A3,3
GRIN2A,3
SLC22A5,3
PAH,3
ADRB3,3
ORM1,2
HTR3A,2
HRH3,2
DRD3,2
ADRB2,2
ADRB1,2
GARS,2
CYP17A1,2
CYP11B2,2
PLAT,1
SLCO1A2,1
SLC22A4,1
SLC22A3,1
PTGS1,1
UGT1A9,1
ABCB11,1
SCN5A,1
UGT1A1,1
