,Count
CXCL8,182
KNG1,172
CCL5,155
CCR2,143
C3,143
CXCL12,136
CCR1,132
AGT,123
F2R,116
CCR3,109
ADORA3,108
BDKRB1,107
BDKRB2,106
POMC,105
APOE,99
CNR1,90
CXCL2,87
CXCR4,85
C5AR1,84
CXCR2,84
C3AR1,84
F2RL1,83
AGTR2,83
CYP3A4,82
EDN1,82
CASR,82
CYP2D6,76
GHRL,73
F2,71
CXCL1,62
PF4,61
PTGDR2,60
CXCR3,60
CCL19,60
CXCL5,60
LPAR1,60
CCR5,60
CXCL13,60
P2RY2,60
CXCL9,60
CCR9,60
CCR8,60
CCR6,60
LPAR2,60
NPW,60
CCL20,60
EDNRB,60
NPY,59
ADRA1D,59
CXCL6,56
EDNRA,56
HP,56
ADRA2B,55
GCG,55
P2RY12,53
P2RY11,52
ADORA1,52
TAS2R50,51
OPRK1,51
CXCL10,51
CXCR5,51
GRM8,51
ADM,50
OPRD1,50
AVPR1A,49
SST,49
CYP1A2,49
GHSR,48
HTR1D,48
UTS2R,48
TAC1,48
EDN2,47
UTS2,47
LTB4R,46
APOC1,44
SERPING1,44
ADRB2,44
VIP,44
HTR2A,42
SLC25A13,40
ADRB3,39
CYP3A5,39
CDCP1,37
CYP2C9,37
APOA1,36
CYP2C19,36
SAA1,35
PTAFR,35
CALCA,35
CYSLTR1,35
IGF2R,34
ALB,34
FN1,32
OXT,32
ADRB1,32
GAL,31
ABCB1,30
GSN,30
F7,29
RAMP1,29
GHRH,29
PTGER2,28
RLN2,28
ADORA2B,28
GAST,27
DRD3,27
APP,27
EGFR,27
CCK,26
TF,26
DRD2,26
ADRA2A,25
APOB,24
FPR2,24
GFAP,24
PNOC,24
S1PR3,24
CYP2C8,24
LDLR,24
C5,24
CYP2E1,23
AHSG,23
SCN5A,23
LDLRAP1,23
CST3,23
KCNMA1,23
APOA4,22
APOA2,22
APOC3,22
FSHR,21
CHRM2,21
TBXA2R,21
MTNR1A,20
CYP1A1,20
MTNR1B,20
CSF2,20
PTGS2,20
PTPN11,20
SLC6A4,19
CFH,19
ITGB3,19
VAMP8,19
DAB2,19
HTR1F,19
OXTR,18
PDGFB,18
VWF,18
NPHS1,18
HTR6,17
PDGFRB,17
JAK2,17
APOC2,17
TP53,17
PTH1R,16
ATM,16
DRD1,16
NLRC4,16
DRD4,15
SRC,15
CTSL,15
PLAT,15
TRIP10,15
HRH3,14
HGF,14
ITGA2,14
NRAS,14
PTGS1,14
GJC2,14
CAMTA1,14
SCARB2,14
FGB,14
OCRL,14
FGA,14
GNAQ,14
HTR2C,13
EGF,13
CYP2B6,12
KRT16,12
NCOA3,12
STAT1,11
P2RY1,11
CNR2,11
GRPR,11
PPY,11
JAK1,11
IL3,11
TNF,10
TFRC,10
PLAU,10
PLG,10
PTGER3,10
CRH,10
CBL,10
SCT,9
NTS,9
CFB,9
EDN3,9
GRP,9
PTHLH,9
PDGFA,9
IL2,9
MET,8
SERPINE1,8
ITGA2B,8
NRG1,8
CD4,8
ARRB2,8
TACR1,8
SOS1,8
CCR7,8
IAPP,7
IL2RG,7
BCR,7
BRAF,7
LTA,7
BBC3,7
AP2S1,7
ABL1,6
WNT5A,6
IL2RB,6
CAV1,6
FGF2,6
FGG,6
ICOS,6
FGF7,6
PIK3CB,6
SYT1,6
SLC6A3,6
UGT1A1,6
MPO,6
TNFRSF1A,6
AAK1,6
PIK3CA,6
MYLK,6
AKT1,5
HLA-DRB1,5
KRAS,5
VEGFA,5
IL5,5
IL5RA,5
LRP2,5
PDE4B,5
JAK3,5
HRAS,4
AGTR1,4
SLCO1B1,4
TRH,4
FYN,4
CD19,4
PSPN,4
PTPN22,4
PALB2,4
HRG,4
BTK,4
ESR1,4
ACE,4
CD86,4
PTH,4
ANGPT1,4
IL2RA,4
PECAM1,4
FGF10,3
PDGFRA,3
NR3C1,3
FCGR3A,3
MYD88,3
HBEGF,3
FGFR1,3
FGFR2,3
XDH,3
LIG4,3
ABCG2,3
SYK,3
HLA-DRB3,3
IL4,3
PLAUR,3
IRS1,3
MMP9,3
IL7,3
REN,3
FGFR3,3
RIPK1,3
PIK3R1,3
SHC1,3
FCGR2A,3
NFKB1,3
CDC42,3
DCLRE1C,3
NOS2,2
STAT3,2
IFNG,2
IL7R,2
NCK1,2
FMO3,2
NCK2,2
SELP,2
SOCS3,2
ROCK1,2
IFNA2,2
GRAP2,2
CD14,2
GRIN2A,2
PAK2,2
TLR4,2
NOD2,2
RHOA,2
TEK,2
