Gene,Adverse Event Count,Adverse Event,All Adverse Event Counts,Adverse event mean -log(BH) diff,All Adverse events mean -log(BH) diff
CXCL8,0.0,Tardive Dyskinesia,182,0.0,-0.25963623918934847
CXCL8,0.0,Hyperlipidemia,182,0.0,-0.25963623918934847
CXCL8,1.0,Cerebral Infarction,182,-0.5495417895309078,-0.25963623918934847
CXCL8,0.0,Deep Vein Thrombosis,182,0.0,-0.25963623918934847
CXCL8,10.0,Delirium,182,-0.07292103722310976,-0.25963623918934847
CXCL8,10.0,Edema,182,-0.17317195351093523,-0.25963623918934847
CXCL8,14.0,Gastric ulcer,182,-0.03793026582776347,-0.25963623918934847
CXCL8,0.0,Hemorrhage,182,0.0,-0.25963623918934847
CXCL8,51.0,Myocardial Infarction,182,-0.6821735727909355,-0.25963623918934847
CXCL8,0.0,Thrombocytopenia,182,0.0,-0.25963623918934847
CXCL8,11.0,Pancreatitis,182,-0.42812792003079864,-0.25963623918934847
CXCL8,0.0,Peripheral Neuropathy,182,0.0,-0.25963623918934847
CXCL8,60.0,Pneumonia,182,-0.04529631776685498,-0.25963623918934847
CXCL8,0.0,Proteinuria,182,0.0,-0.25963623918934847
CXCL8,1.0,Pulmonary Edema,182,-0.3568412835404082,-0.25963623918934847
CXCL8,24.0,Sepsis,182,-0.04739251799054913,-0.25963623918934847
KNG1,0.0,Cerebral Infarction,172,0.0,-0.33650577510175633
KNG1,0.0,Deep Vein Thrombosis,172,0.0,-0.33650577510175633
KNG1,0.0,Thrombocytopenia,172,0.0,-0.33650577510175633
KNG1,0.0,Tardive Dyskinesia,172,0.0,-0.33650577510175633
KNG1,0.0,Delirium,172,0.0,-0.33650577510175633
KNG1,16.0,Edema,172,-0.2574546580970115,-0.33650577510175633
KNG1,0.0,Gastric ulcer,172,0.0,-0.33650577510175633
KNG1,0.0,Hemorrhage,172,0.0,-0.33650577510175633
KNG1,0.0,Hyperlipidemia,172,0.0,-0.33650577510175633
KNG1,69.0,Myocardial Infarction,172,-0.7091654065232829,-0.33650577510175633
KNG1,0.0,Pancreatitis,172,0.0,-0.33650577510175633
KNG1,0.0,Peripheral Neuropathy,172,0.0,-0.33650577510175633
KNG1,60.0,Pneumonia,172,-0.045296317766854985,-0.33650577510175633
KNG1,0.0,Proteinuria,172,0.0,-0.33650577510175633
KNG1,0.0,Pulmonary Edema,172,0.0,-0.33650577510175633
KNG1,27.0,Sepsis,172,-0.07813061747526236,-0.33650577510175633
CCL5,0.0,Delirium,155,0.0,-0.3082330129070028
CCL5,0.0,Edema,155,0.0,-0.3082330129070028
CCL5,1.0,Cerebral Infarction,155,-0.5495417895309078,-0.3082330129070028
CCL5,0.0,Thrombocytopenia,155,0.0,-0.3082330129070028
CCL5,0.0,Tardive Dyskinesia,155,0.0,-0.3082330129070028
CCL5,24.0,Sepsis,155,-0.047392517990549145,-0.3082330129070028
CCL5,0.0,Pulmonary Edema,155,0.0,-0.3082330129070028
CCL5,0.0,Proteinuria,155,0.0,-0.3082330129070028
CCL5,60.0,Pneumonia,155,-0.04529631776685498,-0.3082330129070028
CCL5,0.0,Peripheral Neuropathy,155,0.0,-0.3082330129070028
CCL5,0.0,Deep Vein Thrombosis,155,0.0,-0.3082330129070028
CCL5,8.0,Hyperlipidemia,155,-0.48388954757419333,-0.3082330129070028
CCL5,0.0,Hemorrhage,155,0.0,-0.3082330129070028
CCL5,0.0,Gastric ulcer,155,0.0,-0.3082330129070028
CCL5,11.0,Pancreatitis,155,-0.42812792003079864,-0.3082330129070028
CCL5,51.0,Myocardial Infarction,155,-0.6821735727909355,-0.3082330129070028
CCR2,0.0,Deep Vein Thrombosis,143,0.0,-0.2973228537812289
C3,0.0,Deep Vein Thrombosis,143,0.0,-0.2973228537812289
C3,0.0,Thrombocytopenia,143,0.0,-0.2973228537812289
C3,0.0,Tardive Dyskinesia,143,0.0,-0.2973228537812289
C3,24.0,Sepsis,143,-0.047392517990549145,-0.2973228537812289
C3,0.0,Pulmonary Edema,143,0.0,-0.2973228537812289
C3,0.0,Proteinuria,143,0.0,-0.2973228537812289
C3,60.0,Pneumonia,143,-0.04529631776685497,-0.2973228537812289
C3,0.0,Peripheral Neuropathy,143,0.0,-0.2973228537812289
C3,0.0,Pancreatitis,143,0.0,-0.2973228537812289
