,Set Symmetric Difference in Neighborhood Gene List Size,Set Symmetric Difference in Neighborhood Gene List Size,Set Symmetric Difference in Neighborhood Gene List Size,Set Symmetric Difference in Neighborhood Gene List Size,Set Symmetric Difference in Neighborhood Gene List Size,Set Symmetric Difference in Neighborhood Gene List Size,Set Symmetric Difference in Interactome Gene List Size ,Set Symmetric Difference in Interactome Gene List Size ,Set Symmetric Difference in Interactome Gene List Size ,Set Symmetric Difference in Interactome Gene List Size ,Set Symmetric Difference in Interactome Gene List Size ,Set Symmetric Difference in Interactome Gene List Size ,Set Symmetric Difference in Drug Target Gene List Size,Set Symmetric Difference in Drug Target Gene List Size,Set Symmetric Difference in Drug Target Gene List Size,Set Symmetric Difference in Drug Target Gene List Size,Set Symmetric Difference in Drug Target Gene List Size,Set Symmetric Difference in Drug Target Gene List Size,Difference in Neighborhood Gene List Size,Difference in Neighborhood Gene List Size,Difference in Neighborhood Gene List Size,Difference in Neighborhood Gene List Size,Difference in Neighborhood Gene List Size,Difference in Neighborhood Gene List Size,Difference in Unique Neighborhood Gene List Size,Difference in Unique Neighborhood Gene List Size,Difference in Unique Neighborhood Gene List Size,Difference in Unique Neighborhood Gene List Size,Difference in Unique Neighborhood Gene List Size,Difference in Unique Neighborhood Gene List Size,Difference in Interactome Gene List Size,Difference in Interactome Gene List Size,Difference in Interactome Gene List Size,Difference in Interactome Gene List Size,Difference in Interactome Gene List Size,Difference in Interactome Gene List Size,Difference in Unique Interactome Gene List,Difference in Unique Interactome Gene List,Difference in Unique Interactome Gene List,Difference in Unique Interactome Gene List,Difference in Unique Interactome Gene List,Difference in Unique Interactome Gene List,Difference in NonNeighborhood Gene List Size,Difference in NonNeighborhood Gene List Size,Difference in NonNeighborhood Gene List Size,Difference in NonNeighborhood Gene List Size,Difference in NonNeighborhood Gene List Size,Difference in NonNeighborhood Gene List Size,Difference in Neighbrohood Gene List Percentage,Difference in Neighbrohood Gene List Percentage,Difference in Neighbrohood Gene List Percentage,Difference in Neighbrohood Gene List Percentage,Difference in Neighbrohood Gene List Percentage,Difference in Neighbrohood Gene List Percentage,Difference in Unique Neighborhood Gene List Percentage,Difference in Unique Neighborhood Gene List Percentage,Difference in Unique Neighborhood Gene List Percentage,Difference in Unique Neighborhood Gene List Percentage,Difference in Unique Neighborhood Gene List Percentage,Difference in Unique Neighborhood Gene List Percentage,Difference in Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Unique Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Unique Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Unique Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Unique Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Unique Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Unique Neighborhood Gene List Percentage with Intersecting Interactome Gene List Size,Difference in Intersecting Neighborhood Gene List Percentage,Difference in Intersecting Neighborhood Gene List Percentage,Difference in Intersecting Neighborhood Gene List Percentage,Difference in Intersecting Neighborhood Gene List Percentage,Difference in Intersecting Neighborhood Gene List Percentage,Difference in Intersecting Neighborhood Gene List Percentage,Difference in Unique Interactome Gene List Percentage,Difference in Unique Interactome Gene List Percentage,Difference in Unique Interactome Gene List Percentage,Difference in Unique Interactome Gene List Percentage,Difference in Unique Interactome Gene List Percentage,Difference in Unique Interactome Gene List Percentage,Difference in intersecting Interactome Gene List Percentage,Difference in intersecting Interactome Gene List Percentage,Difference in intersecting Interactome Gene List Percentage,Difference in intersecting Interactome Gene List Percentage,Difference in intersecting Interactome Gene List Percentage,Difference in intersecting Interactome Gene List Percentage,Difference in Drug Target Gene List Size,Difference in Drug Target Gene List Size,Difference in Drug Target Gene List Size,Difference in Drug Target Gene List Size,Difference in Drug Target Gene List Size,Difference in Drug Target Gene List Size,Difference in Unique Drug Target Gene List Size,Difference in Unique Drug Target Gene List Size,Difference in Unique Drug Target Gene List Size,Difference in Unique Drug Target Gene List Size,Difference in Unique Drug Target Gene List Size,Difference in Unique Drug Target Gene List Size,Difference in intersecting Drug Target Gene List Percentage,Difference in intersecting Drug Target Gene List Percentage,Difference in intersecting Drug Target Gene List Percentage,Difference in intersecting Drug Target Gene List Percentage,Difference in intersecting Drug Target Gene List Percentage,Difference in intersecting Drug Target Gene List Percentage,Difference in Ratio of Drug Targets to Neighborhood Genes,Difference in Ratio of Drug Targets to Neighborhood Genes,Difference in Ratio of Drug Targets to Neighborhood Genes,Difference in Ratio of Drug Targets to Neighborhood Genes,Difference in Ratio of Drug Targets to Neighborhood Genes,Difference in Ratio of Drug Targets to Neighborhood Genes
,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum,count,mean,std,min,max,sum
Phenotype,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cerebral Infarction,5,5.2,3.492849839314596,3,11,26,5,117.0,0.0,117,117,585,5,1.0,1.7320508075688772,0,4,5,5,-4.8,2.6832815729997477,-9,-3,-24,5,-4.8,2.6832815729997477,-9,-3,-24,5,-15.0,0.0,-15,-15,-75,5,-15.0,0.0,-15,-15,-75,5,-10.2,2.6832815729997477,-12,-6,-51,5,-0.014836306325668,0.00814366318580656,-0.0276165914463786,-0.009384626405903,-0.07418153162834,5,-0.016125796976860802,0.008964619585011163,-0.0301239343792535,-0.0101010101010101,-0.080628984884304,5,-0.0207792207792207,0.011615937545453463,-0.0389610389610389,-0.0129870129870129,-0.1038961038961035,5,-0.0207792207792207,0.011615937545453463,-0.0389610389610389,-0.0129870129870129,-0.1038961038961035,5,0.0012894906511927,0.0008246195596548258,0.000716383695107,0.0025073429328748,0.0064474532559635,5,-0.0413711583924349,0.0,-0.0413711583924349,-0.0413711583924349,-0.20685579196217452,5,0.0413711583924349,0.0,0.0413711583924349,0.0413711583924349,0.20685579196217452,5,-0.2,1.0954451150103321,-2,1,-1,5,-0.2,1.0954451150103321,-2,1,-1,5,0.00179095923776768,0.0016848348486842733,0.000716383695107,0.0046564940181961,0.0089547961888384,5,0.5829761904761905,0.34992751111987286,0.2875,1.1785714285714286,2.9148809523809525
Deep Vein Thrombosis,2,1.0,1.4142135623730951,0,2,2,2,87.0,0.0,87,87,174,2,0.5,0.7071067811865476,0,1,1,2,-1.0,1.4142135623730951,-2,0,-2,2,-1.0,1.4142135623730951,-2,0,-2,2,-3.0,0.0,-3,-3,-6,2,-3.0,0.0,-3,-3,-6,2,-2.0,1.4142135623730951,-3,-1,-4,2,-0.007945609436435101,0.011931847716614308,-0.0163826998689383,0.0004914809960681,-0.015891218872870202,2,-0.0089285714285714,0.012626906806902594,-0.0178571428571428,0.0,-0.0178571428571428,2,-0.01492537313432835,0.02110766511004618,-0.0298507462686567,0.0,-0.0298507462686567,2,-0.01492537313432835,0.02110766511004618,-0.0298507462686567,0.0,-0.0298507462686567,2,0.00098296199213625,0.0006950590902882154,0.0004914809960681,0.0014744429882044,0.0019659239842725,2,-0.016464613368283,0.0,-0.016464613368283,-0.016464613368283,-0.032929226736566,2,0.016464613368283,0.0,0.016464613368283,0.016464613368283,0.032929226736566,2,0.5,0.7071067811865476,0,1,1,2,0.5,0.7071067811865476,0,1,1,2,0.0008600917431192501,0.00017376477257207156,0.0007372214941022,0.0009829619921363,0.0017201834862385001,2,0.3333333333333333,0.23570226039551592,0.1666666666666666,0.5,0.6666666666666666
Delirium,11,2.909090909090909,1.3003496033409983,1,5,32,11,19.0,0.0,19,19,209,11,4.818181818181818,3.73679493197531,0,14,53,11,0.18181818181818182,0.9816498172140428,-1,2,2,11,0.18181818181818182,0.9816498172140428,-1,2,2,11,9.0,0.0,9,9,99,11,9.0,0.0,9,9,99,11,8.818181818181818,0.981649817214043,7,10,97,11,-0.026682408500590293,0.023949429745725333,-0.0577922077922078,0.0162337662337662,-0.2935064935064932,11,-0.0038370720188901906,0.02766943166377411,-0.0402597402597402,0.0454545454545454,-0.0422077922077921,11,0.0060606060606060545,0.032721660573801395,-0.0333333333333333,0.0666666666666666,0.0666666666666666,11,0.0060606060606060545,0.032721660573801395,-0.0333333333333333,0.0666666666666666,0.0666666666666666,11,-0.022845336481700073,0.006104021702342664,-0.0292207792207792,-0.0116883116883116,-0.2512987012987008,11,0.1753246753246753,0.0,0.1753246753246753,0.1753246753246753,1.9285714285714284,11,-0.1753246753246753,0.0,-0.1753246753246753,-0.1753246753246753,-1.9285714285714284,11,2.090909090909091,4.887832760120695,-3,14,23,11,2.090909090909091,4.887832760120695,-3,14,23,11,-0.10413223140495864,0.058313910181885635,-0.1928571428571428,-0.0233766233766233,-1.145454545454545,11,0.3603896103896104,0.9003062421325081,-1.0238095238095235,2.0,3.9642857142857144
Edema,18,15.055555555555555,5.8958831321945935,6,31,271,18,265.0,0.0,265,265,4770,18,3.0,4.058397249567139,0,14,54,18,-12.5,5.893665592621204,-27,-2,-225,18,-12.5,5.893665592621204,-27,-2,-225,18,-243.0,0.0,-243,-243,-4374,18,-243.0,0.0,-243,-243,-4374,18,-230.5,5.893665592621202,-241,-216,-4149,18,0.019630110317975295,0.012889260116969323,-0.017521090201168,0.0323815704088254,0.3533419857235553,18,-0.02723880597014921,0.02055165915203681,-0.0648280337443218,0.0215120051914341,-0.4902985074626858,18,-0.15432098765432092,0.07276130361260749,-0.3333333333333333,-0.0246913580246913,-2.777777777777777,18,-0.15432098765432092,0.07276130361260749,-0.3333333333333333,-0.0246913580246913,-2.777777777777777,18,0.046868916288124535,0.016106766939518687,0.0078844905905256,0.063075924724205,0.8436404931862417,18,-0.6386437378325762,0.0,-0.6386437378325762,-0.6386437378325762,-11.495587280986372,18,0.6386437378325762,0.0,0.6386437378325762,0.6386437378325762,11.495587280986372,18,-0.6666666666666666,3.5146751167740367,-12,5,-12,18,-0.6666666666666666,3.5146751167740367,-12,5,-12,18,0.12527579493835167,0.08094522815848552,0.0157689811810512,0.2838416612589228,2.25496430889033,18,1.3667781652503874,0.8122430994551788,0.1515151515151515,3.0357142857142856,24.602006974506974
Gastric ulcer,26,8.153846153846153,3.585440644521203,4,18,212,26,50.0,0.0,50,50,1300,26,3.6538461538461537,3.5093282285053666,0,13,95,26,-2.8461538461538463,3.4835878940231457,-10,8,-74,26,-2.8461538461538463,3.4835878940231457,-10,8,-74,26,-22.0,0.0,-22,-22,-572,26,-22.0,0.0,-22,-22,-572,26,-19.153846153846153,3.4835878940231444,-30,-12,-498,26,-0.0044373271629324345,0.03237198162857353,-0.07006603081438,0.0992296404988994,-0.11537050623624329,26,-0.019181387211467872,0.03336188833240215,-0.0862068965517241,0.0951944240645634,-0.4987160674981647,26,-0.035576923076923075,0.04354484867528932,-0.125,0.1,-0.925,26,-0.035576923076923075,0.04354484867528932,-0.125,0.1,-0.925,26,0.014744060048535427,0.006698197491683471,0.004035216434336,0.0282465150403521,0.3833455612619211,26,-0.1614086573734409,0.0,-0.1614086573734409,-0.1614086573734409,-4.196625091709463,26,0.1614086573734409,0.0,0.1614086573734409,0.1614086573734409,4.196625091709463,26,-0.4230769230769231,3.8696054261185537,-13,6,-11,26,-0.4230769230769231,3.8696054261185537,-13,6,-11,26,0.02110728596421915,0.016323742485404896,0.002017608217168,0.0746515040352164,0.5487894350696979,26,0.27293788836799854,0.479582744563833,-0.5428571428571428,1.5844155844155845,7.096385097567962
Hemorrhage,12,2.3333333333333335,1.1547005383792517,1,5,28,12,40.0,0.0,40,40,480,12,0.9166666666666666,2.874917653629668,0,10,11,12,-1.6666666666666667,1.6696942198734437,-3,3,-20,12,-1.6666666666666667,1.6696942198734437,-3,3,-20,12,-38.0,0.0,-38,-38,-456,12,-38.0,0.0,-38,-38,-456,12,-36.333333333333336,1.6696942198734441,-41,-35,-436,12,0.013138138138138092,0.0337488823875767,-0.0262762762762762,0.1118618618618618,0.1576576576576571,12,-0.017767767767767752,0.0378763488338589,-0.0405405405405405,0.0975975975975975,-0.21321321321321302,12,-0.04761904761904758,0.04770554913924124,-0.0857142857142857,0.0857142857142857,-0.571428571428571,12,-0.04761904761904758,0.04770554913924124,-0.0857142857142857,0.0857142857142857,-0.571428571428571,12,0.030905905905905844,0.014690156697213666,0.0142642642642642,0.057057057057057,0.3708708708708701,12,-0.49924924924924924,0.0,-0.4992492492492492,-0.4992492492492492,-5.990990990990991,12,0.49924924924924924,0.0,0.4992492492492492,0.4992492492492492,5.990990990990991,12,0.9166666666666666,2.874917653629668,0,10,11,12,0.9166666666666666,2.874917653629668,0,10,11,12,0.05467967967967963,0.03589761117871479,0.0142642642642642,0.1569069069069069,0.6561561561561555,12,0.9819444444444444,0.6972332889781291,0.25,2.5,11.783333333333333
Hyperlipidemia,19,11.894736842105264,5.445637773505865,2,22,226,19,168.0,0.0,168,168,3192,19,5.421052631578948,4.15419185179506,0,14,103,19,-7.368421052631579,5.823425169241413,-17,7,-140,19,-7.368421052631579,5.823425169241413,-17,7,-140,19,-62.0,0.0,-62,-62,-1178,19,-62.0,0.0,-62,-62,-1178,19,-54.63157894736842,5.823425169241412,-69,-45,-1038,19,-0.013480800978555568,0.017138129574837586,-0.0433639170840536,0.0330511354402139,-0.2561352185925558,19,-0.023075062773284406,0.021129801829972025,-0.0571044427699717,0.032135100394486,-0.4384261926924037,19,-0.04139562389118861,0.032715871737311296,-0.095505617977528,0.0393258426966292,-0.7865168539325835,19,-0.04139562389118861,0.032715871737311296,-0.095505617977528,0.0393258426966292,-0.7865168539325835,19,0.009594261794728779,0.0051491022709431525,0.0009160350457278,0.0229008761431969,0.1822909740998468,19,-0.1630542381395623,0.0,-0.1630542381395623,-0.1630542381395623,-3.0980305246516835,19,0.1630542381395623,0.0,0.1630542381395623,0.1630542381395623,3.0980305246516835,19,1.4210526315789473,5.449931594613359,-12,14,27,19,1.4210526315789473,5.449931594613359,-12,14,27,19,0.013885162798401483,0.008814180190484563,0.0027481051371836,0.0265650163261084,0.2638180931696282,19,0.5726285379924921,0.3865468393809779,0.0,1.5416666666666663,10.87994222185735
Myocardial Infarction,80,29.525,14.287265286509124,6,69,2362,80,1147.0,0.0,1147,1147,91760,80,3.075,3.9096602202716646,0,14,246,80,-1.925,11.007218575075797,-26,47,-154,80,-1.925,11.007218575075797,-26,47,-154,80,759.0,0.0,759,759,60720,80,759.0,0.0,759,759,60720,80,760.925,11.007218575075777,712,785,60874,80,-0.018845079043725965,0.012561160622500008,-0.0514653528956574,0.0235017237173125,-1.5076063234980772,80,-0.007670266069538134,0.008810266785281013,-0.0288666075719926,0.0247584974351218,-0.6136212855630507,80,-0.0023333333333333188,0.013342083121303966,-0.0315151515151515,0.0569696969696969,-0.1866666666666655,80,-0.0023333333333333188,0.013342083121303966,-0.0315151515151515,0.0569696969696969,-0.1866666666666655,80,-0.011174812974187804,0.00557114656868284,-0.0234597760657739,-0.0008378491452062,-0.8939850379350244,80,0.3456127723975622,0.0,0.3456127723975622,0.3456127723975622,27.649021791804977,80,-0.3456127723975621,0.0,-0.3456127723975621,-0.3456127723975621,-27.64902179180497,80,0.325,3.9866073263720807,-14,14,26,80,0.325,3.9866073263720807,-14,14,26,80,-0.004032149011304857,0.003570515662469516,-0.0155002091863149,-0.0004189245726031,-0.3225719209043885,80,0.02259190344713769,0.14277502892592,-0.75,0.5751633986928105,1.8073522757710152
