Gene,Drug,Adverse Event,Difference in -log(BH),Adverse Event Count,Adverse event mean -log(BH) diff,All Adverse Event Counts,All Adverse events mean -log(BH) diff
CYP3A7,imatinib,Thrombocytopenia,-0.1577439437870591,2.0,0.28087891118004205,43,-0.3816705180671904
CYP3A7,sirolimus,Thrombocytopenia,0.7195017661471432,2.0,0.28087891118004205,43,-0.3816705180671904
CYP3A7,aripiprazole,Delirium,0.0226506539966209,5.0,0.07490823533718928,43,-0.3816705180671904
CYP3A7,buspirone,Delirium,0.2418399384670237,5.0,0.07490823533718928,43,-0.3816705180671904
CYP3A7,iloperidone,Delirium,0.0809728945918308,5.0,0.07490823533718928,43,-0.3816705180671904
CYP3A7,imipramine,Delirium,-0.1017835461429168,5.0,0.07490823533718928,43,-0.3816705180671904
CYP3A7,quetiapine,Delirium,0.1308612357733878,5.0,0.07490823533718928,43,-0.3816705180671904
CYP3A7,dextromethorphan,Gastric ulcer,0.1528266445650228,2.0,-0.3604601402039851,43,-0.3816705180671904
CYP3A7,lidocaine,Gastric ulcer,-0.873746924972993,2.0,-0.3604601402039851,43,-0.3816705180671904
CYP3A7,aripiprazole,Hyperlipidemia,-0.4804867508112256,5.0,-0.41115902377908886,43,-0.3816705180671904
CYP3A7,estradiol,Hyperlipidemia,-0.3322229299881893,5.0,-0.41115902377908886,43,-0.3816705180671904
CYP3A7,quetiapine,Hyperlipidemia,-0.6820592237269825,5.0,-0.41115902377908886,43,-0.3816705180671904
CYP3A7,saquinavir,Hyperlipidemia,-0.2273188813147637,5.0,-0.41115902377908886,43,-0.3816705180671904
CYP3A7,testosterone,Hyperlipidemia,-0.3337073330542832,5.0,-0.41115902377908886,43,-0.3816705180671904
CYP3A7,aripiprazole,Myocardial Infarction,-0.5601201197567622,7.0,-0.7114018659972202,43,-0.3816705180671904
CYP3A7,dexamethasone,Myocardial Infarction,-0.93218411340378,7.0,-0.7114018659972202,43,-0.3816705180671904
CYP3A7,estradiol,Myocardial Infarction,-0.5816386577667121,7.0,-0.7114018659972202,43,-0.3816705180671904
CYP3A7,fentanyl,Myocardial Infarction,-0.3296246199192971,7.0,-0.7114018659972202,43,-0.3816705180671904
CYP3A7,imipramine,Myocardial Infarction,-0.69967517097359,7.0,-0.7114018659972202,43,-0.3816705180671904
CYP3A7,propranolol,Myocardial Infarction,-0.8162595651340006,7.0,-0.7114018659972202,43,-0.3816705180671904
CYP3A7,trazodone,Myocardial Infarction,-1.0603108150263996,7.0,-0.7114018659972202,43,-0.3816705180671904
